#Table1
objid,ra,dec,u,g,r,i,z,specobjid,class,redshift
1237658493336224028,141.038080767654,7.70352094441925,19.79935,18.28168,17.13559,16.60304,16.25629,1345587048697849856,GALAXY,0.2017643
1237660411577499916,141.055296139418,6.80298529469369,20.08588,18.02134,16.82777,16.34928,15.98601,1345475723145537536,GALAXY,0.1615278
1237660411577565195,141.089067288054,6.79298898914701,19.1018,18.8818,18.54624,18.57903,18.61815,1345477922168793088,QSO,1.025198
1237660413725048893,140.945070596278,8.35866721503071,20.2831,19.46069,19.2011,19.09562,18.98156,5971777603346126848,QSO,2.446855
1237660413725049060,140.963027873769,8.35024582822895,19.65566,17.74256,16.6756,16.20619,15.83084,1465960482849449984,GALAXY,0.1305186
1237660634915799259,141.053507728075,37.5820014237637,20.84838,18.68497,17.3238,16.81158,16.46141,1366917849272051712,GALAXY,0.2078414
1237660765379494076,141.047342126797,36.2381394224084,19.67051,19.25724,18.88975,18.52096,18.26215,5152266501601122304,QSO,2.193893
1237660963477913763,141.044018238491,37.1230383988789,21.97858,19.26108,17.84647,17.33738,16.99033,5152268700624377856,GALAXY,0.2318027
1237661065486270676,140.995591302434,9.36462314843377,19.38361,17.5992,16.67476,16.25403,15.87326,1466047069390137344,GALAXY,0.1084438
1237661069781303542,141.032395470905,11.1172208390544,21.8706,19.41599,17.96214,17.3866,17.01077,5974281191339350016,GALAXY,0.2397617
1237661381696487659,140.950068387936,32.0027129523346,19.95919,19.67911,19.7086,19.49558,19.55564,11531489797668624384,QSO,1.725554
1237661383307428072,140.956869276266,33.573031689534,20.72282,18.84052,17.60156,17.10564,16.78201,1792599827624781824,GALAXY,0.1915911
1237661383844364645,141.002727313085,33.9903164603026,22.13348,19.98859,18.18321,17.57173,17.22761,1793645463199574016,GALAXY,0.3296231
1237661923942596870,140.941196528389,10.8452134424189,21.75411,19.41895,18.05286,17.51379,17.13693,5974271845490513920,GALAXY,0.1830975
1237663529727950942,140.982923437648,62.0799560112536,20.72848,18.60098,17.46695,17.01203,16.66705,2012041482554337280,GALAXY,0.1502092
1237663529727951067,140.98455427991,62.2368606476806,21.39194,19.09083,17.67245,17.11951,16.78792,2012040383042709504,GALAXY,0.2274149
1237663530802020469,140.943145556149,63.3303106969726,20.58043,18.40245,17.32491,16.82933,16.44644,2012119822757816320,GALAXY,0.1188015
1237663547444953203,140.9436858369,62.9375089914878,19.60695,17.7816,16.78963,16.38092,16.04683,2012033236217128960,GALAXY,0.1120371
1237664091830091825,140.975167824089,29.8825884117916,19.27685,18.23017,17.70159,17.37517,17.31775,2183226353975846912,GALAXY,0.1027734
1237664092904030281,141.063747925948,30.8088410895248,19.14551,19.00625,18.79711,18.93455,18.99079,2185454239361296384,QSO,1.081234
1237664093977968830,141.056879717491,31.7644169299357,20.32249,18.48849,17.52024,17.12025,16.77353,2182149657046575104,GALAXY,0.1182716
1237664667892580594,140.949884620053,30.4233204987474,19.02456,17.47739,16.62226,16.16839,15.86568,2182015516627986432,GALAXY,0.1265825
1237664667892645908,141.029550295161,30.4811930045011,18.67263,18.26861,18.23778,18.24488,18.06148,11753366021406480384,QSO,2.24582
1237664871896973499,140.901335042724,34.6693529108866,18.98362,17.05256,16.00218,15.53572,15.15748,1434430616425752576,GALAXY,0.1123484
1237664879412576410,141.0499463019,29.2838846384542,21.02822,18.95378,17.57689,17.04304,16.67785,2183196117406083072,GALAXY,0.2219139
1237665098999857224,140.908471826827,27.4177639370083,20.93361,18.98835,18.00471,17.55323,17.27519,2180871749808187392,GALAXY,0.105917
1237665128527167638,141.084916968602,26.7709965309389,19.08373,17.98386,17.28162,16.85722,16.579,2184318993555286016,GALAXY,0.1597389
1237667141793611935,140.946590707441,24.1074631953473,19.88806,19.36743,19.11822,19.00762,18.81734,6501136378319099904,QSO,2.182142
1237667141793677387,141.089942485818,24.1100668621349,20.44744,18.70489,17.56573,17.16133,16.80883,2579453791317288960,GALAXY,0.1905328
1237667142867484840,141.011513662039,24.9186379175903,19.58709,19.25805,19.17336,19.08444,18.99488,10804393747565271040,QSO,1.95733
1237667143941357713,140.914431430507,25.8980280625278,20.15208,19.55383,19.60298,19.42151,19.21214,6521382789912483840,QSO,2.283874
1237667210511843566,141.08095388876,21.7965840024375,20.71594,18.49633,17.33073,16.83902,16.46445,2578328441384364032,GALAXY,0.1592089
1237667253461385398,141.026983041147,21.9136126115199,20.48644,18.30663,16.99515,16.42548,16.02865,2578329266018084864,GALAXY,0.1863036
1237667253461385462,141.018863090899,22.0904598191665,21.02961,18.83199,17.58809,17.08247,16.68003,2578343834547152896,GALAXY,0.1856499
1237667253998321879,140.980169973219,22.5271273821086,19.41316,18.99946,18.56637,18.43535,18.38109,3616462875054415872,QSO,1.311085
1237667255072194591,141.013872468457,23.2541093678758,18.46162,18.21667,18.01944,18.05823,18.00443,10796392876260743168,QSO,0.9567592
1237667255072260298,141.091351109973,23.2958191433711,20.88741,19.3219,17.95273,17.37766,17.00832,6501022578865625088,GALAXY,0.2564619
1237667429557010762,140.979142912019,20.0295708053436,22.08667,19.424,17.88692,17.34012,17.00141,2577256142350608384,GALAXY,0.267461
1237667430093881556,140.942226469316,20.2925463626302,20.51714,18.39924,17.09644,16.61572,16.22551,2577258341373863936,GALAXY,0.1916146
1237667485383458920,140.955202778549,17.9103664569313,19.24158,17.95494,17.39192,17.06564,16.89181,2657203007531280384,GALAXY,0.1232612
1237667781205688593,140.935391456637,15.3779952640842,20.97841,18.90094,17.70072,17.22205,16.90212,2747347019600259072,GALAXY,0.1789254
1237667782279561412,140.901928283434,16.2693190456936,21.71579,19.56173,18.03214,17.4545,17.07998,2747355265937467392,GALAXY,0.2548978
1237668288540705137,141.092838243106,14.2535932862182,20.22839,18.50107,17.68501,17.35955,17.0439,2747221950152599552,GALAXY,0.1337008
1237668289077575870,141.085728999536,14.6062395210695,19.23077,19.16965,18.48052,18.12584,17.63407,10787299089961998336,QSO,0.2959938
1237670964849016888,140.96980805433,14.2829331721915,19.56694,17.52137,16.39774,15.93551,15.58724,2747238442827016192,GALAXY,0.14141
1237671123226263729,140.900484254293,12.0282010936423,20.63902,18.51589,17.18451,16.65121,16.29744,2901451275310753792,GALAXY,0.1855889
1237671125373943922,140.914285765456,13.7185194242678,22.25276,18.90758,17.68628,17.12398,16.81107,2747253561111898112,GALAXY,0.1864721
1237671261201957112,140.913230818811,12.6552202147663,20.96567,18.93826,17.62539,17.13106,16.73184,5976375212073310208,GALAXY,0.187251
1237671262275829971,141.018509900313,13.5975927639234,20.07223,18.41117,17.44252,16.97745,16.65803,2902659088951306240,GALAXY,0.139123
1237674460952658142,140.963208433587,3.37546699369908,18.68661,18.18228,17.63565,17.18856,17.0275,639576880722241536,QSO,0.1798881
1237674460952658209,140.972537739801,3.317578863607,19.35521,18.03076,17.41567,17.09686,16.90747,639573857065265152,GALAXY,0.1290968
1237648720139911436,140.921166853312,-0.89100580415797,20.34738,18.23363,17.17038,16.71479,16.40584,533744759118784512,GALAXY,0.1364668
1237648720676847820,141.080867059329,-0.440503904472998,19.49862,19.20841,19.12092,19.03718,19.03261,533721669374601216,QSO,1.560055
1237648721213653273,141.036820062247,-0.101915984391553,21.55856,18.96848,17.51333,16.97519,16.61832,533805507136219136,GALAXY,0.2250684
1237648721750524072,140.943002356291,0.356688526867344,20.31488,18.79526,17.90857,17.48044,17.14279,533806056892033024,GALAXY,0.1386961
1237650796217696527,140.924937904544,0.083142970282423,20.35697,18.2508,17.14377,16.69163,16.32806,533807431281567744,GALAXY,0.1379141
1237650804799832534,141.043522603136,-1.72074785899548,21.56412,19.84135,18.29709,17.72863,17.33801,4257115046910646272,GALAXY,0.3499247
1237651191361372308,140.958672983273,57.0628013902506,20.135,19.73822,19.66683,19.74512,19.40505,8382422225966618624,QSO,0.7774211
1237651252563411193,141.051235891658,58.5938268064945,22.07322,19.94645,18.37651,17.82456,17.45867,6431163468393764864,GALAXY,0.2892315
1237651272428486682,141.093442423718,59.7266503939531,18.62397,18.53069,18.47645,18.32044,18.1424,6431397664370481152,QSO,2.004649
1237651752919498839,140.903907770635,1.05034312771428,20.04514,18.02214,16.69822,16.19537,15.83934,533788189828081664,GALAXY,0.1941984
1237651753993306314,141.047085031635,1.87341072436353,20.37086,18.57399,17.52643,17.02275,16.6712,532725235770746880,GALAXY,0.1499939
1237651753993306436,141.033066977191,1.97871478816664,21.58566,18.97577,17.50096,16.93315,16.60513,532726060404467712,GALAXY,0.2478762
1237653613185204336,141.044999725553,54.0637205553812,19.38985,18.01724,17.34903,16.96424,16.67551,624954200907868160,GALAXY,0.1017416
1237653613722140875,140.917822141114,54.4250109335682,22.05448,19.62491,17.78985,17.15147,16.78583,623891793334790144,GALAXY,0.3444538
1237653614796210405,140.976633020714,55.5067008496806,21.35126,19.74916,18.20296,17.63434,17.27669,6445998629417408512,GALAXY,0.2624124
1237654381978910967,140.993832916927,53.6464911699287,21.03725,18.90112,17.59038,17.07377,16.70745,623784865828988928,GALAXY,0.1931665
1237654651496104146,140.909553394438,50.1056350989088,19.97557,19.72227,19.61702,19.5475,19.4411,8214581506578077696,QSO,2.103158
1237654654181179510,140.92910003109,52.6595068766039,19.61725,18.10053,17.16155,16.68261,16.37729,623757103160387584,GALAXY,0.1634515
1237655107292692612,140.917536532937,50.2497616521884,18.72268,17.61127,17.13434,16.8166,16.66258,862447887554996224,GALAXY,0.1005603
1237655108903764014,141.088717329341,51.9840759281947,18.87449,18.68926,18.60262,18.50084,18.26107,863693909191059456,QSO,2.043466
1237655109440700641,140.924938628259,52.2958833102027,21.2007,19.27261,17.7921,17.22166,16.85609,863668345545713664,GALAXY,0.2249153
1237657243507622112,140.905741831339,46.306247064831,22.26509,19.39712,18.02875,17.50057,17.19052,6544895297893718016,GALAXY,0.2313269
1237657400272486591,140.98961101162,44.6864518839446,20.2907,19.63268,19.62371,19.64197,19.48209,9327130874616240128,QSO,2.482484
1237657402420428982,140.936095753141,46.5205210523268,20.59881,18.3861,17.0833,16.60252,16.26143,937987636042164224,GALAXY,0.1848226
1237657634335555836,140.939660970677,49.2069766246363,20.09053,19.93422,19.94156,19.67133,19.67795,8215815158523779072,QSO,1.668341
1237657634872557817,141.001310053216,49.7237245609508,21.59157,19.12745,17.64946,17.14279,16.80613,1013420461318498304,GALAXY,0.2481173
1237657772317868156,140.99828603505,49.910992704404,19.64641,18.7965,18.83562,18.77713,18.4789,6452696300102375424,QSO,2.472619
1237657775545450668,141.065170735202,43.6850650052437,20.67924,19.84495,19.50923,19.28065,19.03127,5287337119811131392,QSO,2.876323
1237657873255235881,140.98417283697,39.7213310358514,21.26221,19.39338,17.90791,17.37632,17.00948,5224298262736164864,GALAXY,0.2620313
1237657874329174259,140.973325661299,40.6438594899552,21.57731,19.57651,18.62465,18.22985,17.93406,9342775550203418624,GALAXY,0.1275631
1237657874866241658,141.096922346341,41.3814281229866,20.54443,18.80144,17.69067,17.22894,16.86969,1057326709377886208,GALAXY,0.1595911
1237658203960574164,140.926136224815,40.0394212556494,18.83627,17.72271,17.06362,16.64682,16.44354,1057287951593007104,GALAXY,0.1469162
1237658204497510599,140.926753674848,40.4953149303724,18.84165,17.58585,16.86283,16.46522,16.16658,1057289600860448768,GALAXY,0.1275204
1237658205571514534,140.96622070274,41.5484076066203,20.8208,18.64544,17.43999,16.89966,16.48931,1057325334988351488,GALAXY,0.1493247
1237658424082366718,140.9008388722,5.683100913023,20.46564,18.54836,17.48898,17.00143,16.6255,1115918310823716864,GALAXY,0.1402308
1237658425156174070,140.951345419882,6.63451632258887,21.54832,19.1376,17.76133,17.21559,16.90288,5483174976894031872,GALAXY,0.263227
1237658493336223974,140.984192889438,7.74666651957737,21.11964,19.83052,19.6031,19.5106,19.37094,5977514030453250048,QSO,2.774394
1237658493336223989,141.00054359224,7.73480970318549,19.27586,19.05469,18.86808,18.75006,18.26825,1345586498942035968,QSO,0.3555419
1237660343397974239,141.004720140112,37.7372818160551,21.7935,19.40365,18.02051,17.45804,17.13155,1366930218777864192,GALAXY,0.2455712
1237660669811753468,140.924241526574,8.78424368104793,20.43737,18.75564,17.64568,17.07051,16.73327,1466055040849438720,GALAXY,0.1898261
1237660670348689609,141.002806280326,9.09518282405424,20.44487,18.6563,17.7342,17.32817,16.99374,1466053941337810944,GALAXY,0.1061694
1237660962940846249,140.91213462754,36.461215674132,19.86122,18.18742,17.02253,16.48431,16.13065,1434510880774580224,GALAXY,0.1807439
1237660963477848167,140.989726681467,36.9707514326974,19.56149,18.14054,17.3533,16.94514,16.62035,1365724058565502976,GALAXY,0.1072267
1237661064949465319,141.097036952146,9.03316800020577,19.44956,19.34104,19.3083,19.10694,18.94068,5977579176517195776,QSO,1.922828
1237661066023207067,140.988361625932,9.85107613074347,22.55723,19.72997,18.24339,17.665,17.41371,5974047545118447616,GALAXY,0.2620391
1237661136881057983,140.99762143111,32.3684219039834,19.89215,18.14943,17.0941,16.6082,16.25323,1792449744287590400,GALAXY,0.1412913
1237661137417994392,140.958881583521,32.7238566710234,19.9728,19.36737,19.30068,19.27913,19.08781,6539465359082412032,QSO,2.609703
1237661383307428144,141.034497897762,33.5623027171323,19.97979,19.61644,19.52743,19.32487,19.30205,1793645738077480960,QSO,1.619742
1237661923405660444,140.976652009248,10.4415215298407,21.15748,19.35146,17.85638,17.24786,16.9261,1959104646861580288,GALAXY,0.2575178
1237661923942596772,140.937757223031,10.733787730466,19.45621,18.7923,18.53447,18.38326,18.13912,5974057440723097600,QSO,2.162358
1237661923942596788,140.956258462018,10.7398929056945,18.86347,17.13386,16.29268,15.95201,15.6655,1959108770030184448,GALAXY,0.1295621
1237663530802020493,140.983822651985,63.3478875006345,20.14484,18.08641,17.0061,16.52038,16.08104,2012119547879909376,GALAXY,0.1182786
1237663531339022503,140.948846391044,63.8606694090548,20.2655,18.39699,17.37472,16.91851,16.57121,2012129993240373248,GALAXY,0.1180901
1237663547981955240,140.964138026669,63.4956951210248,19.06252,17.34266,16.26121,15.81395,15.46744,2012121746903164928,GALAXY,0.1191251
1237663786888986742,141.06787950134,65.0729597877726,21.25658,19.69655,18.59936,17.98905,17.88215,2113333991246424064,GALAXY,0.2053721
1237663917347438769,141.06759572114,66.5906336242505,19.3721,17.76762,16.83846,16.34943,16.05626,2113478577025476608,GALAXY,0.1370344
1237664092367028425,140.916589945216,30.2106430508006,19.34156,18.17842,17.30717,16.87294,16.56921,2182015241750079488,GALAXY,0.2117685
1237664092904030466,140.917498889684,30.8254752503407,20.64401,18.70682,17.62679,17.19033,16.85675,2185453689605482496,GALAXY,0.1308834
1237664093440901405,140.906046205191,31.1294151639095,21.85965,19.89299,18.4906,17.85641,17.45277,6539267996745226240,GALAXY,0.2320323
1237664669503520987,140.980257124975,31.8997627736359,22.27706,19.87181,18.4207,17.76762,17.27857,6539470856640550912,GALAXY,0.2536902
1237664669503586312,141.093359332812,31.9690740267544,20.22376,18.10265,17.04748,16.55899,16.19281,2185477603983386624,GALAXY,0.1172434
1237664836469457001,140.954351724586,29.0402936097149,20.44781,18.79985,17.54726,16.98355,16.58084,2183194468138641408,GALAXY,0.2023721
1237664879412641968,141.096542269118,29.3144831893795,21.05789,18.96922,17.65093,17.13206,16.78036,2183184572533991424,GALAXY,0.189087
1237664879949512840,140.997045706258,29.6026821907907,19.84887,18.55456,17.74015,17.34625,17.05811,2181996275174500352,GALAXY,0.1586217
1237667111722287125,140.982823367554,23.8992039549549,19.32267,18.95214,18.67008,18.51496,18.46486,10804159551588554752,QSO,1.39943
1237667112259223709,141.095884736424,24.2312395854277,21.15465,19.25631,17.89882,17.38444,17.06185,6501144074900494336,GALAXY,0.215992
1237667112796160261,141.078827381231,24.7661280189132,20.97124,18.97762,17.64726,17.09744,16.7208,6521325065552025600,GALAXY,0.1835755
1237667113333096624,140.981267619775,25.0781046037961,20.71758,18.78946,17.62205,17.08934,16.72511,2579595078561458176,GALAXY,0.1704666
1237667142867550343,141.073000135003,24.906713558147,20.70963,18.87135,17.61878,17.10121,16.72087,2579601675631224832,GALAXY,0.1841072
1237667210511778100,140.901476761406,21.8291537886958,20.42148,18.62645,17.40623,16.84848,16.42421,2577274834048280576,GALAXY,0.1948191
1237667252924448934,140.962227947514,21.6340274481792,20.69368,18.21286,17.18944,16.62215,16.15103,2577277307949443072,GALAXY,0.1182379
1237667292653289639,140.904910828642,20.0878962357395,19.63928,17.62858,16.49908,16.0328,15.6369,2577252568937818112,GALAXY,0.1314967
1237667293727162534,140.941361145212,21.1042254078874,19.50369,19.47009,19.1982,19.14563,19.19318,10764919080970639360,QSO,1.404248
1237667293727228055,141.082971178422,21.156469887935,20.59014,18.7055,17.70423,17.2973,16.96209,2577290776966883328,GALAXY,0.1039514
1237667781205688452,140.920561731756,15.3538371776678,19.75914,18.39385,17.67397,17.28248,16.9959,2747345095454910464,GALAXY,0.1009813
1237667783353434373,141.027118011817,17.1461871305905,19.39386,17.63808,16.60863,16.15684,15.75617,2666227799475382272,GALAXY,0.1153068
1237668288540639614,141.0190788554,14.1338969024153,19.59936,17.50262,16.37452,15.91643,15.52519,5976471969096554496,GALAXY,0.1364013
1237668288540639660,141.046886897129,14.1509607034159,20.8733,18.81039,17.70503,17.26906,16.87321,2747220300885157888,GALAXY,0.1317566
1237668289077575717,141.062848283999,14.4802911845869,19.92405,18.09626,17.05636,16.58781,16.26727,2747238717704923136,GALAXY,0.1382642
1237671124300136617,141.027959798192,12.9499213566784,19.89873,17.83703,16.63394,16.143,15.9235,2901618401078175744,GALAXY,0.1281365
1237671124837073279,141.048159086358,13.3527545367383,21.0077,19.03157,17.75748,17.25887,16.90375,2902679704794327040,GALAXY,0.186579
1237671261738959011,141.073604483189,13.1470697092337,20.20924,18.22014,16.91896,16.41528,16.03293,2901611804008409088,GALAXY,0.1892471
1237671261738959068,141.094753668865,13.1920456646848,20.50613,18.76466,17.74475,17.33589,17.07491,2902678605282699264,GALAXY,0.1858035
1237674460415787282,141.089454650428,3.00640641387872,21.81674,19.76768,18.28303,17.73411,17.36019,5331358255058016256,GALAXY,0.2278797
1237648720139976893,141.098281916648,-0.982168385091694,19.37999,19.07981,19.06474,19.02514,18.97564,14124420253598636032,QSO,0.6948774
1237648721213653155,141.00093843424,-0.0924056650999986,20.57509,18.43988,17.32524,16.86565,16.48835,533805782014126080,GALAXY,0.1383421
1237650794607149105,141.002294914522,-1.16261862591795,18.65775,18.4443,18.35764,18.23983,18.17272,14124451864557934592,GALAXY,1.963634
1237650796217762046,141.080310885086,0.182252748239757,20.25895,18.45868,17.41614,16.9802,16.64664,533808530793195520,GALAXY,0.1468965
1237650804799766784,140.915748091642,-1.62938141072308,20.36011,19.72432,19.62127,19.68046,19.38403,14124448566023051264,QSO,3.242806
1237651252026408979,141.055354546947,57.9366645008417,19.00516,18.62568,18.26178,18.22016,18.24618,509004921366931456,QSO,1.37872
1237651274039427219,140.93882917483,61.1759240062064,19.87302,19.68913,19.55766,19.22601,19.15021,8383534382011668480,QSO,1.835484
1237651537629282322,140.99446936192,58.7359920944588,18.34711,18.04633,17.96662,18.02049,17.88929,546118111695235072,QSO,0.8303273
1237651537629282372,140.994984772534,58.818391823254,17.06698,16.72158,16.65561,16.66703,16.63705,9230396665483253760,QSO,0.7093469
1237653613722206473,141.018850831286,54.5294869496177,21.0981,18.95396,17.55553,17.03895,16.68049,624951452128798720,GALAXY,0.227785
1237653614796210360,141.039981474264,55.5007808206336,19.38712,19.13768,18.90902,18.57549,18.62061,624983887721818112,QSO,1.540565
1237653664181190922,141.06897703362,1.23601100408637,20.52323,19.09871,17.83282,17.30009,16.97416,14126680299715975168,QSO,0.2397947
1237653665254932714,141.067420255195,2.03105563900736,19.88642,19.65064,19.6803,19.57815,19.69502,14126669854355511296,QSO,0.5915677
1237654383052980236,140.901900499217,54.8109089531485,19.77841,19.45795,19.17694,19.02051,19.08548,624949253105543168,GALAXY,0.2225022
1237654601559441513,141.002478629349,3.63270240859674,20.14449,18.24742,17.1934,16.71329,16.34168,639572482675730432,GALAXY,0.1811746
1237654601559507218,141.045812088813,3.69540748487845,21.55774,18.88438,17.62329,17.11178,16.79384,639643126297815040,GALAXY,0.1806457
1237654604780470356,140.913375742321,3.13323845261848,18.85321,18.81744,18.67501,18.67504,18.75752,639573032431544320,QSO,1.201203
1237654652033171651,141.055238481106,50.5854013097474,21.70532,19.69435,18.12209,17.55185,17.13664,862613089177069568,GALAXY,0.2882376
1237655107829694599,140.902517146267,50.9257096035066,20.99274,18.98882,17.72763,17.26025,16.90223,862612264543348736,GALAXY,0.1941813
1237657243507622082,140.907058479722,46.3500454958776,19.58175,19.04107,18.93251,18.84128,18.58084,6544898046672787456,QSO,2.227232
1237657402420494529,141.098144232534,46.6568061776937,22.18476,19.11149,17.65294,17.14741,16.7964,937988460675885056,GALAXY,0.2179479
1237657628441903320,140.982304099045,42.1912041213422,20.3987,18.25858,17.21567,16.77032,16.30028,1352212430050060288,GALAXY,0.1227271
1237657628978839832,140.923993337685,42.6333688574076,21.00567,19.06076,17.78312,17.26193,16.90184,5223115188509890560,GALAXY,0.1956385
1237657629515907271,141.089292209269,43.2008483885028,21.55284,19.42834,17.92269,17.36326,17.0055,979607999628732416,GALAXY,0.2609839
1237657630589911351,141.033161099795,44.3819914541086,21.185,19.15848,17.70995,17.14038,16.79102,979623392791521280,GALAXY,0.2462074
1237657633261551781,141.021145633492,48.0408785424163,19.35391,18.16483,17.74298,17.45025,17.41475,1013357514277808128,GALAXY,0.1099768
1237657634872557775,140.990626781931,49.5266520187455,19.64796,18.14001,17.19116,16.774,16.47208,1013424584487102464,GALAXY,0.1761834
1237657771243864216,141.095766045745,48.9660574354689,20.08205,18.10929,17.10906,16.68086,16.33392,1013451797399889920,GALAXY,0.1262078
1237657776619389142,140.981713870453,44.5993628421293,19.56072,18.30297,17.45305,17.01329,16.74303,937910120472406016,GALAXY,0.1570916
1237657874329174226,140.998901473916,40.7326646413977,18.27859,17.02203,16.29572,15.91333,15.66061,1057295373296494592,GALAXY,0.1273311
1237658203960574199,140.922050013883,40.0662228509725,19.60484,19.30863,19.02586,18.99031,19.07311,1056113674382501888,QSO,1.096945
1237658203960574205,140.959722378811,40.0246351859839,19.14237,17.6963,16.83054,16.44704,16.16825,1056111475359246336,GALAXY,0.1468545
1237658204497576128,141.004879697591,40.5825480963651,18.95424,16.92034,15.67928,15.18928,14.83455,1056256061138298880,GALAXY,0.1602268
1237658298452672627,141.06087751035,4.72295798708717,18.47141,17.95319,17.57406,17.4252,17.30602,1115783345771407360,QSO,1.167362
1237658300063285537,140.971218370837,5.93941244544029,20.13948,19.64179,18.808,18.39685,18.02028,1115914737410926592,QSO,0.2617258
1237658300600221714,141.020446942903,6.45435882275373,20.88534,18.79802,17.43769,16.91718,16.54706,1345472974366468096,GALAXY,0.1978122
1237658423545561102,140.987507913388,5.30706573721279,18.94391,18.83501,18.52833,18.64285,18.75689,1115799838445824000,QSO,1.066844
1237658424619368589,141.085024767052,6.18012802459876,19.6793,18.238,17.36019,16.8904,16.53959,1115911438876043264,GALAXY,0.1314563
1237660343934976185,141.052254613183,38.3695816675865,19.3817,18.17049,17.67706,17.44591,17.28237,1366913726103447552,QSO,1.928648
1237660345008914648,141.032357964581,39.3077444635068,21.7222,19.90802,18.22517,17.67672,17.24472,1366940664138328064,GALAXY,0.3149415
1237660345008914649,141.051435737666,39.3246459495819,24.12534,19.83012,18.1321,17.55913,17.18053,1366939839504607232,GALAXY,0.3151093
1237660412651307206,141.096423686737,7.49474000905093,20.33243,19.81414,19.67742,19.35497,19.09769,5483380585568425984,QSO,0.4346104
1237660413188178147,141.033488129545,7.93386268767561,20.2325,18.48915,17.51966,17.09875,16.79164,1345552963837388800,GALAXY,0.1047259
1237660413188243565,141.075882361595,7.99490602940302,20.1826,18.36379,17.46882,17.02384,16.67202,1345550764814133248,GALAXY,0.1009684
1237660413725048859,140.900752921401,8.31662374720351,19.54772,17.67258,16.52604,16.03043,15.58369,1465961857238984704,GALAXY,0.1321991
1237660413725049011,140.927344200373,8.28964046440485,19.70868,17.72105,16.61081,16.14521,15.77083,1465949212855265280,GALAXY,0.1305571
1237660413725114420,141.098634819811,8.35569923759834,19.56126,18.24005,17.30995,16.89436,16.53621,1465950587244800000,GALAXY,0.1269398
1237660636526739616,141.013238228172,38.9871285738764,21.46276,19.59704,18.13589,17.56145,17.17645,5226645720044689408,GALAXY,0.2582926
1237660763768553677,140.915023276226,34.8084156901606,19.6078,19.20928,18.93581,18.37844,18.06992,1434433914960635904,QSO,0.4955007
1237660765916496041,141.087864583977,36.8938216138994,17.94765,17.00332,16.31914,15.88601,15.66677,1434507582239696896,QSO,0.1065004
1237660765916496121,141.073622147507,36.9342396646186,20.40155,18.43031,17.48824,17.09218,16.73335,1434508956629231616,GALAXY,0.1070624
1237660963477913670,141.013394943632,37.0811229771081,21.14913,18.71686,17.42157,16.93678,16.59225,1365724608321316864,GALAXY,0.190533
1237661064949399769,141.039182292312,8.97220549854781,19.77484,19.54699,19.56028,19.33242,19.23827,1466063287186647040,QSO,1.736586
1237661066023207031,140.941086741207,9.8860070311681,20.09948,18.21671,16.94554,16.45512,16.08537,1466044045733160960,GALAXY,0.1896551
1237661068170559831,140.945420728373,9.80893136669317,20.13522,18.74547,17.77358,17.32001,17.13819,1466044320611067904,GALAXY,0.2255662
1237661069781303529,141.031310135059,11.0725705873326,21.95316,19.37447,17.91621,17.37449,17.07031,5974281741095163904,GALAXY,0.2418413
1237661070318174489,140.957255455741,11.4188092399266,21.18552,19.62033,18.15342,17.61664,17.23473,5974267997199816704,GALAXY,0.2586883
1237661381696487642,140.912014807188,32.0102109538251,20.03971,18.4974,17.63309,17.2578,16.96301,2185466333989201920,GALAXY,0.1003882
1237661381696553218,141.080379051991,32.2294609511099,19.82632,18.43163,17.44261,16.97157,16.61287,2185462210820597760,GALAXY,0.1903324
1237662225125343368,141.045224561796,31.3712233699144,20.98899,19.02099,17.61588,17.07531,16.72236,2182149107290761216,GALAXY,0.2429865
1237663547982020893,141.065960107826,63.5301918246408,19.17516,17.34116,16.34789,15.95352,15.60941,2012122571536885760,GALAXY,0.1194754
1237663548519088286,141.056816497445,64.2753682427315,19.57328,17.92424,16.92816,16.46282,16.12926,2012127519339210752,GALAXY,0.1165119
1237664093977903397,140.910794849683,31.7724281484837,21.7031,19.55669,18.04294,17.52336,17.15378,6539462885181249536,GALAXY,0.2553201
1237664667892580600,140.931313708813,30.4656735476697,20.70878,18.67029,17.29447,16.75835,16.40998,2182016066383800320,GALAXY,0.215603
1237664668429648005,141.071919286825,31.0424026441827,20.34172,18.36681,17.01468,16.53534,16.18285,2182155979238434816,GALAXY,0.2087206
1237664669503520921,141.03479242336,31.8742500255276,20.38534,18.31424,17.30695,16.88066,16.5337,2185481452274083840,GALAXY,0.1171473
1237664834858582246,141.021466611859,27.5866070525486,19.88396,18.51136,17.76697,17.38423,17.05205,2184340983787841536,GALAXY,0.1110523
1237664836469457035,141.044805683731,28.9526581283148,20.32029,19.08911,19.16978,19.08862,18.72195,10844906083375667200,QSO,2.58007
1237664879412576479,141.04486637182,29.280213460758,21.18138,19.47631,18.03705,17.46214,17.13616,6533713812868323328,GALAXY,0.2250032
1237664879412642046,141.079958420378,29.35966816537,25.38885,19.94107,18.2121,17.56323,17.18117,2183185122289805312,GALAXY,0.3755356
1237665097925918938,140.923140725625,26.5642487630025,22.16451,19.21017,17.73654,17.17503,16.78408,2184318443799472128,GALAXY,0.2128624
1237665097925984467,140.977621693577,26.6931547661787,20.70253,18.63628,17.45807,16.97105,16.6176,2184317894043658240,GALAXY,0.1594168
1237665098462920850,140.954905870782,27.0238935054596,21.77106,19.27103,17.88259,17.32537,17.00435,6526889693967308800,GALAXY,0.2163412
