#Table1
objid,ra,dec,u,g,r,i,z,specobjid,class,redshift
1237658203960574164,140.926136224815,40.0394212556494,18.83627,17.72271,17.06362,16.64682,16.44354,1057287951593007104,GALAXY,0.1469162
1237658203960574205,140.959722378811,40.0246351859839,19.14237,17.6963,16.83054,16.44704,16.16825,1056111475359246336,GALAXY,0.1468545
1237658203960574252,141.052583529783,40.0244330344121,19.12448,17.66883,16.82323,16.39099,16.12232,1057279155499984896,GALAXY,0.1399589
1237658492799352861,141.054563316673,7.41171156889753,19.60387,17.67498,16.64148,16.19604,15.82109,1345584299918780416,GALAXY,0.112141
1237660345008980055,141.080806595863,39.378639107987,19.90891,17.96382,17.03181,16.61882,16.26762,1366936815847630848,GALAXY,0.1030645
1237660669811818624,140.968288362578,8.7197294121517,19.69761,17.7717,16.72294,16.27101,15.89895,1466055590605252608,GALAXY,0.1330676
1237660669811818677,141.027637810955,8.67036924503786,19.70141,17.61439,16.49769,16.03016,15.64068,1465963506506426368,GALAXY,0.1327026
1237661065486270676,140.995591302434,9.36462314843377,19.38361,17.5992,16.67476,16.25403,15.87326,1466047069390137344,GALAXY,0.1084438
1237661381696487667,140.900105789539,32.0946494246778,19.2672,17.24034,16.20939,15.78512,15.42764,2185467983256643584,GALAXY,0.1154389
1237661923942596788,140.956258462018,10.7398929056945,18.86347,17.13386,16.29268,15.95201,15.6655,1959108770030184448,GALAXY,0.1295621
1237663548519088286,141.056816497445,64.2753682427315,19.57328,17.92424,16.92816,16.46282,16.12926,2012127519339210752,GALAXY,0.1165119
1237663917347438769,141.06759572114,66.5906336242505,19.3721,17.76762,16.83846,16.34943,16.05626,2113478577025476608,GALAXY,0.1370344
1237664093977903194,140.995514600774,31.6271494099946,19.03044,17.04983,16.03555,15.50532,15.16995,2182153505337272320,GALAXY,0.1178257
1237664667892580594,140.949884620053,30.4233204987474,19.02456,17.47739,16.62226,16.16839,15.86568,2182015516627986432,GALAXY,0.1265825
1237664669503520960,141.049857175516,31.9726987981463,19.58955,17.64655,16.58862,16.14088,15.7849,2185478428617107456,GALAXY,0.1546905
1237664835395584178,141.060563318826,28.0890619607907,19.39843,17.89646,17.02027,16.58859,16.27989,2184338784764585984,GALAXY,0.1447539
1237664871896973499,140.901335042724,34.6693529108866,18.98362,17.05256,16.00218,15.53572,15.15748,1434430616425752576,GALAXY,0.1123484
1237665127990165636,140.914576910388,26.245773021456,19.81692,17.97404,17.00152,16.57909,16.25458,2184325315747145728,GALAXY,0.101657
1237667292653289639,140.904910828642,20.0878962357395,19.63928,17.62858,16.49908,16.0328,15.6369,2577252568937818112,GALAXY,0.1314967
1237667485383458920,140.955202778549,17.9103664569313,19.24158,17.95494,17.39192,17.06564,16.89181,2657203007531280384,GALAXY,0.1232612
1237667486457397374,141.021829208857,18.9812914906157,19.66061,17.89354,16.87876,16.40971,16.10852,2657240116048717824,GALAXY,0.1258707
1237670965922889817,141.005741728125,15.1747337631885,19.19596,17.70761,16.8779,16.50407,16.20344,2747348393989793792,GALAXY,0.1209392
1237674460952658151,140.959143631515,3.39928097892476,19.78379,17.64062,16.55298,16.08901,15.71096,639575231454799872,GALAXY,0.1284862
1237651539777421321,140.902074598856,61.069984590825,19.31014,17.29691,16.29406,15.84671,15.5,546172812398716928,GALAXY,0.102854
1237654382515912884,140.90685402274,54.2975338672141,18.78814,16.98447,16.07627,15.65547,15.32093,624954475785775104,GALAXY,0.1269284
1237658203960639697,141.095238072249,40.0909101813001,17.89582,16.88517,16.45952,16.30645,16.38215,1056115323649943552,QSO,2.893982
1237660413188178172,141.055077065084,7.96576284876247,19.82516,17.77262,16.73558,16.29397,15.90962,1345551589447854080,GALAXY,0.1042199
1237660413725114570,141.091300676765,8.38192305040802,19.32043,17.96993,17.20876,16.80283,16.48343,1465960757727356928,GALAXY,0.1135645
1237663548519022750,140.917053173415,64.1410163349527,19.94607,17.95385,16.89392,16.45507,16.06972,2012126419827582976,GALAXY,0.120865
1237671124837073170,141.067942261035,13.2531019719683,19.36394,17.33337,16.35837,15.93551,15.60443,2902676681137350656,GALAXY,0.1113533
