09 58 21.65 +02 46 28.2 BL 1.40 S 46.26 0.15 0.54 9.06 0.45 0.36 -0.92 0.31 0.66
09 58 21.84 +02 08 34.0 BL 1.87 I 45.13 0.36 0.53 7.78 0.44 0.40 -0.76 0.61 0.36
09 58 22.19 +01 45 24.3 BL 1.96 S 46.92 0.21 0.61 9.03 0.39 0.38 -0.22 0.35 0.51
09 58 24.50 +02 23 33.6 BL 1.85 I 46.43 0.52 0.95 8.28 0.44 0.47  0.04 0.55 0.95
09 58 24.50 +02 23 33.6 BL 1.86 Z 46.44 0.52 0.89 8.18 0.36 0.45  0.14 0.53 0.86
09 58 26.68 +02 28 18.0 NL 0.69 I 44.82 0.44 0.71 9.15 0.42 0.37 -2.44 0.46 0.86
09 58 29.26 +02 44 17.9 BL 1.89 Z 46.48 0.30 0.52 8.29 0.30 0.42  0.07 0.64 0.15
09 58 29.83 +02 10 50.4 BL 1.19 I 45.71 0.13 0.62 8.34 0.42 0.45 -0.74 0.37 0.72
09 58 29.83 +02 10 50.4 BL 1.19 Z 45.90 0.36 0.72 8.04 0.27 0.45 -0.26 0.46 0.65
09 58 31.65 +02 49 01.6 BL 0.34 Z 44.77 0.37 0.76 8.08 0.38 0.46 -1.42 0.51 0.77
09 58 33.17 +02 08 58.5 NL 0.95 I 44.86 0.14 0.49 9.14 0.32 0.36 -2.39 0.27 0.60
09 58 34.04 +02 44 27.2 BL 1.89 S 46.61 0.30 0.74 8.75 0.42 0.45 -0.25 0.41 0.72
09 58 34.40 +02 20 54.8 BL 2.66 Z 45.81 0.11 0.56 8.00 0.32 0.45 -0.31 0.40 0.47
09 58 34.75 +01 45 02.4 BL 1.90 S 46.46 0.25 0.30 9.00 0.36 0.37 -0.66 0.38 0.36
09 58 35.28 +01 36 09.2 BL 2.84 I 45.97 0.24 0.44 7.20 0.38 0.33  0.66 0.31 0.55
09 58 35.98 +01 51 57.1 BL 2.94 S 46.68 0.18 0.56 8.11 0.41 0.35  0.45 0.30 0.48
09 58 36.69 +02 20 49.0 BL 1.19 I 45.35 0.56 0.75 7.29 0.45 0.35 -0.05 0.58 0.92
09 58 37.37 +02 36 02.9 NL 0.73 I 45.76 0.62 0.79 9.46 0.31 0.43 -1.82 0.63 0.89
09 58 38.84 +02 23 48.8 NL 0.35 I 44.93 0.19 0.57 9.25 0.37 0.34 -2.44 0.29 0.70
09 58 39.27 +02 05 06.7 BL 1.22 Z 45.72 0.21 0.51 8.02 0.36 0.36 -0.42 0.31 0.52
09 58 39.27 +02 05 06.7 BL 1.22 I 46.06 0.66 0.80 8.24 0.39 0.36 -0.30 0.46 0.84
09 58 40.02 +02 17 11.1 BL 1.03 Z 45.36 0.31 0.55 7.84 0.44 0.46 -0.60 0.43 0.60
09 58 40.32 +02 08 07.2 NL 0.34 I 44.46 0.35 0.93 9.04 0.26 0.41 -2.68 0.51 0.74
09 58 40.61 +02 04 26.6 BL 0.34 I 44.68 0.21 0.46 8.39 0.45 0.37 -1.82 0.29 0.60
09 58 44.94 +01 43 09.0 BL 1.34 S 46.13 0.38 0.68 9.19 0.40 0.32 -1.17 0.46 0.66
09 58 45.80 +02 46 34.0 BL 0.35 Z 44.41 0.31 0.65 7.39 0.40 0.32 -1.10 0.35 0.64
09 58 46.02 +01 49 05.6 OD 0.74 I 44.92 0.54 1.11 9.52 0.34 0.36 -2.71 0.50 1.11
09 58 46.75 +02 39 10.8 NL 0.32 I 43.97 0.34 0.77 8.55 0.40 0.32 -2.70 0.31 0.82
09 58 47.71 +02 26 28.4 BL 1.52 I 46.01 0.40 0.76 8.71 0.44 0.36 -0.81 0.47 0.89
09 58 48.86 +02 34 41.1 BL 1.55 S 46.03 0.12 0.37 8.49 0.42 0.49 -0.58 0.40 0.55
09 58 49.41 +02 25 11.1 BL 1.12 I 46.07 0.30 0.68 8.82 0.36 0.45 -0.87 0.49 0.68
09 58 49.44 +02 25 10.1 BL 2.09 Z 46.89 0.49 0.98 8.48 0.37 0.45  0.30 0.56 0.99
09 58 51.75 +02 00 59.5 BL 2.69 Z 45.81 0.25 0.56 7.06 0.36 0.44  0.64 0.41 0.55
09 58 52.14 +02 51 56.3 BL 1.41 S 46.35 0.22 0.55 8.74 0.43 0.39 -0.50 0.35 0.61
09 58 56.70 +02 10 47.8 BL 4.25 I 46.02 0.56 0.96 8.16 0.50 0.34 -0.25 0.44 1.08
09 58 57.20 +01 58 43.7 OD 0.52 I 44.61 0.10 0.68 8.75 0.40 0.30 -2.25 0.15 0.77
09 58 57.35 +02 13 14.4 BL 1.02 S 46.14 0.14 0.76 8.96 0.47 0.44 -0.94 0.34 0.96
09 58 57.35 +02 13 14.4 BL 1.02 Z 46.47 0.39 0.75 8.81 0.38 0.30 -0.46 0.43 0.89
09 58 58.53 +02 14 59.1 BL 0.13 S 44.24 0.42 0.73 7.31 0.27 0.48 -1.18 0.55 0.78
09 59 00.22 +02 28 11.6 NL 0.66 I 45.93 0.68 0.69 9.31 0.33 0.37 -1.49 1.27 0.23
09 59 01.31 +02 44 18.8 BL 3.54 I 46.06 0.19 0.61 7.10 0.48 0.42  0.84 0.36 0.81
09 59 02.56 +02 25 11.8 BL 1.10 I 45.35 0.42 0.68 8.01 0.36 0.43 -0.77 0.43 0.72
09 59 02.76 +02 19 06.5 BL 0.35 S 45.37 0.32 0.57 8.66 0.46 0.42 -1.40 0.48 0.72
09 59 03.23 +02 20 02.8 BL 1.13 Z 45.36 0.21 0.41 8.36 0.47 0.38 -1.11 0.31 0.57
09 59 03.80 +02 03 16.7 BL 1.25 I 44.71 0.19 0.64 7.00 0.36 0.47 -0.41 0.42 0.45
09 59 04.35 +02 25 52.8 NL 0.94 I 45.39 0.30 0.34 9.74 0.35 0.40 -2.46 0.37 0.49
09 59 05.80 +02 40 27.0 BL 1.11 Z 45.33 0.11 0.46 8.16 0.39 0.36 -0.95 0.23 0.58
09 59 06.46 +02 26 39.4 BL 4.17 I 45.93 0.35 0.87 8.01 0.46 0.40 -0.20 0.39 0.90
09 59 07.65 +02 08 20.9 NL 0.35 I 44.56 0.25 0.44 9.17 0.37 0.26 -2.72 0.27 0.56
09 59 08.32 +02 43 09.6 BL 1.32 S 46.61 0.25 0.75 8.21 0.50 0.36  0.28 0.31 0.95
09 59 08.56 +02 33 17.2 BL 1.80 I 45.66 0.22 0.70 8.36 0.44 0.41 -0.82 0.31 0.84
09 59 09.53 +02 19 16.5 BL 0.38 I 45.26 0.66 1.21 7.77 0.36 0.35 -0.62 0.63 1.24
09 59 10.31 +02 07 32.3 NL 0.35 I 44.74 0.77 0.68 9.36 0.30 0.44 -2.73 0.91 0.14
09 59 11.11 +02 33 33.9 BL 1.54 I 45.23 0.17 0.63 7.66 0.30 0.48 -0.54 0.41 0.67
09 59 13.92 +02 38 44.5 BL 2.08 Z 46.06 0.35 0.75 8.20 0.38 0.46 -0.26 0.43 0.77
09 59 15.06 +01 49 26.3 NL 0.53 I 43.83 0.23 0.65 9.10 0.32 0.42 -3.38 0.36 0.62
09 59 15.40 +02 00 59.0 BL 1.36 I 45.37 0.26 0.58 8.80 0.37 0.38 -1.54 0.30 0.59
09 59 16.05 +01 50 48.1 BL 1.03 Z 45.34 0.36 0.90 8.75 0.36 0.39 -1.53 0.35 0.94
09 59 17.26 +02 15 16.9 OD 0.94 I 44.81 0.36 0.73 9.72 0.40 0.35 -3.03 0.27 0.84
09 59 17.27 +01 50 19.1 BL 1.35 Z 45.66 0.44 0.80 8.56 0.44 0.50 -1.01 0.49 0.81
09 59 20.89 +02 00 32.0 BL 1.48 I 45.64 0.31 0.75 8.49 0.42 0.33 -0.97 0.23 0.75
09 59 20.90 +02 00 31.8 BL 1.48 Z 45.56 0.16 0.60 8.15 0.47 0.33 -0.71 0.27 0.74
09 59 21.30 +02 40 30.4 BL 0.26 S 45.42 0.83 1.11 7.64 0.35 0.47 -0.33 0.83 1.10
09 59 23.56 +02 22 27.3 BL 2.73 Z 46.24 0.26 0.44 8.80 0.39 0.44 -0.67 0.44 0.39
09 59 23.72 +02 25 22.6 NL 0.36 I 43.70 0.09 0.57 8.91 0.34 0.30 -3.32 0.12 0.60
09 59 24.47 +01 59 54.4 BL 1.24 S 46.41 0.34 0.77 8.95 0.35 0.42 -0.65 0.43 0.71
09 59 24.47 +01 59 54.3 BL 1.24 Z 46.32 0.16 0.70 8.36 0.53 0.41 -0.16 0.29 0.73
09 59 26.01 +01 44 44.3 OD 0.67 I 44.94 0.58 1.03 9.34 0.31 0.34 -2.52 0.50 1.01
09 59 26.88 +01 53 41.5 NL 0.44 I 44.97 0.31 0.53 9.41 0.32 0.39 -2.56 0.50 0.35
09 59 27.74 +02 00 11.0 BL 1.25 Z 45.64 0.45 0.57 8.10 0.38 0.44 -0.58 0.55 0.54
09 59 28.31 +02 21 06.9 BL 0.35 I 44.53 0.41 0.62 7.24 0.48 0.45 -0.83 0.48 0.55
09 59 28.32 +02 19 50.7 BL 1.49 I 45.95 0.56 0.71 8.60 0.45 0.34 -0.77 0.44 0.84
09 59 28.46 +01 59 34.8 BL 1.18 I 45.23 0.27 0.58 7.96 0.45 0.32 -0.84 0.18 0.66
09 59 28.73 +02 17 38.4 BL 3.35 Z 46.42 0.20 0.37 8.31 0.53 0.42  0.00 0.42 0.66
09 59 31.44 +02 27 03.0 BL 1.32 Z 45.47 0.47 0.85 7.96 0.36 0.45 -0.60 0.56 0.59
09 59 34.35 +01 28 49.4 BL 1.16 I 45.91 0.27 0.53 8.93 0.36 0.44 -1.13 0.41 0.67
09 59 34.44 +02 06 27.8 NL 0.69 I 44.79 0.06 0.50 9.12 0.55 0.33 -2.44 0.21 0.83
09 59 34.76 +02 10 28.0 BL 1.32 Z 45.62 0.44 0.80 8.47 0.46 0.36 -0.97 0.43 0.92
09 59 35.50 +02 05 38.2 BL 1.92 I 45.83 0.25 0.62 8.65 0.46 0.30 -0.94 0.30 0.72
09 59 35.50 +02 05 38.1 BL 1.91 Z 45.79 0.25 0.55 8.09 0.53 0.33 -0.42 0.32 0.71
09 59 37.42 +02 23 47.4 OD 0.74 I 44.06 0.37 0.59 9.38 0.36 0.35 -3.43 0.32 0.48
09 59 38.25 +01 30 15.8 BL 1.47 I 45.43 0.04 0.48 8.70 0.29 0.52 -1.38 0.41 0.52
09 59 38.29 +02 04 50.0 BL 2.79 Z 46.55 0.60 0.73 8.89 0.46 0.34 -0.46 0.38 0.75
09 59 40.06 +02 23 06.8 BL 1.13 I 45.72 0.20 0.82 8.47 0.37 0.40 -0.87 0.30 0.77
09 59 44.60 +02 26 26.2 NL 0.99 I 45.24 0.27 0.45 9.43 0.38 0.39 -2.30 0.41 0.58
09 59 45.18 +02 34 39.4 NL 0.12 I 43.55 0.13 0.45 8.77 0.36 0.36 -3.33 0.31 0.55
09 59 46.01 +02 47 43.6 BL 1.07 S 46.29 0.23 0.73 8.51 0.47 0.37 -0.34 0.24 0.70
09 59 49.40 +02 01 41.0 BL 1.75 S 46.52 0.33 0.78 8.22 0.49 0.35  0.18 0.32 0.79
09 59 54.78 +01 32 06.5 BL 0.48 I 44.98 0.41 0.64 7.90 0.41 0.36 -1.04 0.34 0.77
09 59 56.04 +01 47 27.9 NL 0.34 I 44.70 0.80 1.04 8.58 0.36 0.28 -2.00 0.71 1.12
09 59 56.64 +01 37 02.2 BL 1.15 I 45.45 0.23 0.41 8.66 0.38 0.34 -1.32 0.32 0.56
09 59 57.98 +01 43 27.4 BL 1.62 S 46.11 0.39 0.96 8.79 0.40 0.47 -0.79 0.48 0.83
09 59 58.41 +02 22 38.2 NL 0.93 I 45.46 0.22 0.46 9.13 0.35 0.28 -1.78 0.32 0.57
09 59 58.46 +02 15 30.8 OD 0.66 I 45.79 0.97 0.60 9.65 0.30 0.40 -1.98 0.86 0.06
09 59 58.53 +02 18 05.3 BL 1.79 I 46.08 0.24 0.70 8.85 0.39 0.43 -0.88 0.32 0.70
09 59 59.36 +02 24 58.4 OD 0.57 I 44.31 0.34 0.64 9.32 0.36 0.33 -3.12 0.27 0.58
10 00 01.00 +02 23 21.1 BL 1.85 I 46.19 0.74 1.23 7.78 0.44 0.38  0.29 0.67 1.09
10 00 01.06 +02 02 20.0 BL 3.50 Z 46.27 0.45 0.91 8.10 0.42 0.42  0.06 0.38 0.88
10 00 01.06 +02 14 13.6 BL 1.41 I 45.51 0.12 0.52 8.15 0.40 0.38 -0.76 0.26 0.64
10 00 01.44 +02 48 44.7 BL 0.77 S 45.82 0.18 0.54 7.95 0.43 0.43 -0.24 0.32 0.64
10 00 02.21 +02 16 31.8 BL 0.85 I 45.47 0.18 0.80 8.29 0.39 0.42 -0.93 0.30 0.82
10 00 05.36 +02 30 59.6 OD 0.68 I 44.75 0.12 0.46 9.26 0.38 0.30 -2.62 0.19 0.60
10 00 05.98 +01 54 53.3 NL 0.97 I 44.85 0.35 0.69 9.79 0.34 0.37 -3.05 0.46 0.38
10 00 06.42 +02 33 43.4 OD 0.75 I 44.93 0.60 0.96 9.53 0.32 0.32 -2.71 0.58 0.98
10 00 06.85 +02 12 35.7 BL 1.26 I 45.41 0.22 0.65 8.07 0.50 0.38 -0.77 0.36 0.86
10 00 07.35 +02 40 43.5 BL 1.93 I 45.87 0.43 0.74 8.69 0.39 0.42 -0.93 0.40 0.72
10 00 08.14 +01 33 06.6 BL 1.17 S 45.67 0.24 0.39 8.42 0.43 0.44 -0.86 0.40 0.51
10 00 10.20 +02 37 45.0 BL 1.57 Z 45.84 0.12 0.46 8.65 0.37 0.42 -0.92 0.35 0.52
10 00 10.85 +02 41 18.6 BL 1.44 I 45.29 0.17 0.52 8.07 0.36 0.43 -0.89 0.35 0.60
10 00 11.68 +02 19 19.8 NL 0.62 I 44.25 0.37 0.90 9.03 0.30 0.32 -2.89 0.37 0.93
10 00 12.91 +02 35 22.8 BL 0.70 S 46.40 0.77 0.86 8.06 0.42 0.39  0.22 0.60 0.91
10 00 13.33 +02 26 57.2 OD 0.73 I 44.46 0.22 0.44 9.49 0.30 0.32 -3.14 0.28 0.49
10 00 13.41 +02 14 00.6 OD 0.94 I 44.83 0.07 0.50 9.81 0.43 0.32 -3.10 0.17 0.63
10 00 13.54 +01 37 39.1 BL 1.62 I 45.79 0.08 0.48 8.17 0.44 0.43 -0.49 0.41 0.48
10 00 14.08 +02 28 38.8 BL 1.26 I 45.63 0.05 0.37 8.62 0.41 0.41 -1.11 0.33 0.50
10 00 14.09 +02 28 38.6 BL 1.26 Z 45.69 0.25 0.54 8.51 0.43 0.32 -0.93 0.28 0.64
10 00 14.55 +02 38 52.7 BL 0.44 Z 44.54 0.31 0.52 7.79 0.36 0.52 -1.36 0.43 0.57
10 00 17.52 +02 00 12.8 NL 0.35 I 44.32 0.21 0.42 8.61 0.40 0.32 -2.40 0.25 0.58
10 00 17.54 +02 00 12.6 BL 0.35 Z 44.39 0.21 0.59 7.59 0.30 0.51 -1.31 0.41 0.50
10 00 22.71 +02 49 56.3 BL 1.56 I 45.28 0.24 0.54 8.30 0.40 0.43 -1.13 0.50 0.38
10 00 24.09 +01 40 05.4 OD 0.62 I 44.46 0.32 0.97 9.42 0.49 0.26 -3.07 0.20 0.95
10 00 24.39 +01 50 54.1 BL 1.66 S 46.05 0.33 0.60 8.65 0.43 0.38 -0.71 0.34 0.59
10 00 24.64 +02 31 49.0 BL 1.32 S 46.47 0.45 0.90 8.56 0.43 0.44 -0.21 0.34 0.84
10 00 24.86 +02 33 02.7 OD 0.50 I 44.66 0.26 0.35 8.98 0.31 0.44 -2.43 0.51 0.42
10 00 24.89 +02 39 56.6 BL 2.95 I 46.33 0.23 0.58 8.23 0.40 0.47 -0.02 0.40 0.58
10 00 24.89 +02 39 56.6 BL 2.95 Z 46.52 0.53 0.80 8.09 0.48 0.43  0.32 0.49 0.90
10 00 25.07 +02 41 28.5 BL 1.88 I 45.85 0.16 0.58 8.14 0.43 0.42 -0.41 0.36 0.67
10 00 25.25 +01 58 52.2 BL 0.37 S 45.45 0.13 0.63 8.58 0.34 0.44 -1.25 0.33 0.62
10 00 25.25 +01 58 52.1 BL 0.37 Z 45.43 0.09 0.43 8.28 0.49 0.27 -0.96 0.15 0.68
10 00 28.23 +01 35 08.7 NL 0.84 I 45.04 0.13 0.89 9.20 0.32 0.28 -2.28 0.11 0.92
10 00 28.63 +02 51 12.7 BL 0.77 I 45.66 0.16 0.67 8.49 0.40 0.49 -0.95 0.37 0.76
10 00 29.69 +02 21 29.7 BL 0.73 Z 45.89 0.86 1.08 8.03 0.53 0.39 -0.25 0.75 1.27
10 00 30.02 +02 51 42.3 BL 1.58 I 45.99 0.06 0.52 8.01 0.39 0.41 -0.14 0.38 0.48
10 00 30.45 +02 37 35.6 BL 1.84 I 45.78 0.42 0.92 7.86 0.52 0.45 -0.19 0.53 1.09
10 00 31.27 +02 28 19.9 OD 0.93 I 44.40 0.20 0.58 9.65 0.39 0.37 -3.36 0.28 0.68
10 00 31.61 +01 47 58.1 BL 1.68 I 46.13 0.25 0.62 8.80 0.29 0.44 -0.78 0.55 0.51
10 00 33.38 +01 52 37.2 BL 0.83 I 45.31 0.30 0.55 8.07 0.38 0.41 -0.88 0.33 0.57
10 00 33.49 +01 38 11.6 BL 0.52 I 45.38 0.43 0.38 8.01 0.38 0.37 -0.74 0.65 0.22
10 00 33.49 +01 38 11.4 BL 0.52 Z 45.37 0.49 0.53 7.73 0.36 0.48 -0.48 0.71 0.26
10 00 34.93 +02 02 35.2 BL 1.18 I 45.80 0.25 0.80 8.39 0.43 0.38 -0.70 0.26 0.83
10 00 35.30 +02 43 02.9 BL 1.18 I 45.40 0.22 0.44 8.14 0.44 0.41 -0.86 0.38 0.52
10 00 35.30 +02 43 02.9 BL 1.18 Z 45.47 0.25 0.45 7.83 0.24 0.53 -0.48 0.54 0.36
10 00 36.05 +02 28 30.9 NL 0.69 I 45.00 0.14 0.71 9.48 0.26 0.33 -2.59 0.28 0.75
10 00 36.21 +02 49 28.9 OD 0.31 I 44.32 0.32 0.64 9.55 0.34 0.36 -3.35 0.36 0.69
10 00 37.29 +02 49 50.6 BL 0.73 I 44.93 0.20 0.44 7.41 0.38 0.46 -0.59 0.44 0.43
10 00 37.99 +01 42 48.6 OD 0.62 I 44.50 0.43 0.51 9.45 0.37 0.33 -3.06 0.32 0.50
10 00 38.01 +02 08 22.6 BL 1.83 I 45.96 0.09 0.46 9.13 0.39 0.41 -1.28 0.31 0.53
10 00 38.01 +02 08 22.4 BL 1.83 Z 45.97 0.14 0.56 8.98 0.46 0.42 -1.12 0.32 0.65
10 00 38.16 +02 49 30.4 BL 1.86 Z 46.41 0.55 0.98 8.06 0.43 0.39  0.24 0.55 1.05
10 00 38.30 +01 37 08.4 BL 1.25 I 45.61 0.15 0.70 8.60 0.38 0.37 -1.11 0.28 0.80
10 00 40.15 +02 47 51.6 BL 1.04 I 45.81 0.32 0.59 8.26 0.48 0.46 -0.56 0.40 0.67
10 00 41.13 +02 33 50.5 NL 0.50 I 44.57 0.27 0.47 8.97 0.37 0.30 -2.52 0.28 0.67
10 00 42.37 +01 45 34.1 BL 1.16 I 45.64 0.85 0.97 7.66 0.41 0.43 -0.13 0.75 1.01
10 00 42.67 +01 53 23.8 NL 0.86 I 44.55 0.09 0.53 9.35 0.43 0.30 -2.91 0.17 0.73
10 00 43.15 +02 06 37.2 BL 0.36 S 44.83 0.08 0.45 8.07 0.52 0.40 -1.36 0.34 0.62
10 00 43.53 +02 25 24.4 NL 0.73 I 44.14 0.12 0.61 9.29 0.42 0.38 -3.27 0.27 0.79
10 00 46.08 +01 34 40.0 NL 0.52 I 43.71 0.09 0.53 8.75 0.33 0.31 -3.15 0.18 0.60
10 00 46.72 +02 04 04.5 BL 0.55 I 45.44 0.82 0.76 7.75 0.45 0.41 -0.42 0.56 0.89
10 00 46.81 +01 47 37.8 BL 1.87 I 46.10 0.70 0.95 8.60 0.41 0.42 -0.62 0.66 0.96
10 00 46.94 +02 00 15.9 BL 1.92 Z 46.30 0.33 0.73 8.39 0.39 0.43 -0.20 0.66 0.49
10 00 47.75 +02 07 57.2 BL 2.16 I 46.41 0.13 0.45 9.32 0.41 0.39 -1.02 0.35 0.47
10 00 47.76 +02 07 57.0 BL 2.16 Z 46.41 0.20 0.62 9.19 0.39 0.41 -0.89 0.36 0.48
10 00 47.93 +01 49 35.8 OD 0.89 I 45.15 0.14 0.57 9.64 0.39 0.36 -2.60 0.28 0.74
10 00 47.94 +02 11 27.2 BL 1.51 I 45.80 0.38 0.61 8.93 0.42 0.40 -1.24 0.45 0.49
10 00 49.50 +02 17 08.9 NL 0.87 I 44.97 0.12 0.83 9.17 0.43 0.34 -2.31 0.11 0.83
10 00 49.91 +02 05 00.1 BL 1.24 I 46.30 0.50 0.97 8.17 0.36 0.53  0.01 0.62 0.95
10 00 49.97 +01 52 31.3 BL 1.16 I 45.72 0.21 0.44 8.70 0.42 0.36 -1.09 0.38 0.44
10 00 50.13 +02 28 54.8 BL 3.33 Z 46.58 0.53 0.92 8.90 0.43 0.34 -0.43 0.30 0.76
10 00 50.16 +02 26 18.5 BL 3.71 Z 46.12 0.07 0.50 8.96 0.36 0.47 -0.95 0.42 0.40
10 00 50.57 +02 23 29.3 BL 3.10 I 45.76 0.25 0.63 8.39 0.39 0.44 -0.75 0.35 0.61
10 00 51.51 +02 12 15.5 BL 1.83 I 45.88 0.17 0.60 8.34 0.41 0.40 -0.57 0.31 0.64
10 00 51.52 +02 12 15.3 BL 1.84 Z 46.09 0.45 0.83 8.10 0.48 0.44 -0.12 0.44 0.92
10 00 52.99 +01 41 23.8 OD 0.68 I 44.07 0.17 0.70 9.06 0.34 0.30 -3.11 0.21 0.83
10 00 54.79 +01 46 02.3 NL 0.35 I 44.16 0.45 0.54 8.91 0.36 0.41 -2.87 0.51 0.60
10 00 55.39 +02 34 41.4 BL 1.40 S 46.04 0.34 0.68 8.81 0.42 0.45 -0.89 0.38 0.76
10 00 55.40 +02 34 41.4 BL 1.40 Z 45.93 0.14 0.45 8.75 0.48 0.37 -0.93 0.28 0.66
10 00 55.63 +02 21 50.3 BL 1.94 Z 46.07 0.24 0.36 8.53 0.43 0.34 -0.57 0.31 0.51
10 00 57.79 +02 39 32.5 BL 3.36 I 46.75 0.54 0.92 6.63 0.49 0.40  2.00 0.50 1.04
10 00 58.33 +01 52 08.8 BL 2.03 I 46.05 0.43 0.95 8.49 0.43 0.43 -0.55 0.37 0.93
10 00 58.70 +02 25 56.3 NL 0.69 I 45.12 0.39 0.71 9.22 0.31 0.39 -2.21 0.38 0.70
10 00 58.71 +02 25 56.2 BL 0.69 Z 44.97 0.14 0.48 7.92 0.43 0.42 -1.06 0.23 0.69
10 00 58.84 +01 54 00.3 BL 1.56 S 46.13 0.25 0.82 8.58 0.38 0.33 -0.57 0.23 0.77
10 01 00.64 +02 29 11.1 BL 2.04 I 45.95 0.26 0.79 8.72 0.36 0.39 -0.89 0.32 0.48
10 01 00.81 +01 59 47.9 BL 1.16 I 45.44 0.29 0.75 8.59 0.51 0.44 -1.26 0.37 0.80
10 01 01.53 +02 38 48.3 BL 3.08 I 45.68 0.34 0.80 8.38 0.47 0.39 -0.81 0.31 0.80
10 01 01.94 +01 48 00.6 NL 0.91 I 44.81 0.15 0.59 9.69 0.30 0.41 -2.99 0.31 0.58
10 01 04.89 +02 49 13.5 NL 0.35 I 43.89 0.19 0.68 7.52 0.38 0.33 -1.75 0.31 0.61
10 01 05.84 +02 30 41.0 OD 0.70 I 44.91 0.45 0.80 9.39 0.33 0.35 -2.60 0.44 0.83
10 01 06.95 +01 57 34.6 BL 1.55 Z 45.42 0.23 0.78 7.96 0.41 0.40 -0.65 0.34 0.50
