z_sample,mu_sample
4.096803017927180823e-01,4.211051847804508697e+01
1.328938660429302088e+00,4.310920263608727510e+01
3.303371378715620477e-01,4.272440471642449467e+01
1.253885001265740540e+00,4.502345018480460936e+01
1.213848353330653440e+00,4.523877566413897000e+01
8.531510023484990546e-01,4.476469376531929356e+01
6.486593610772202201e-01,4.431714665552043897e+01
9.960525914922618851e-01,4.450927306704142694e+01
3.763167166209122061e-01,4.192053077254018234e+01
9.410626327265357860e-01,4.335793876723184326e+01
6.365249843317734024e-01,4.292407087737606730e+01
9.658123920308185617e-02,3.747044894705211249e+01
4.163911325603220082e-01,4.110270288286454132e+01
2.633610324215379106e-01,3.979760484743744797e+01
1.526314915569057629e+00,4.509921110463828597e+01
5.161320083525620106e-01,4.333000702639152024e+01
5.313725738470035376e-01,4.542038582226562937e+01
6.575478607166130862e-01,4.316096061118458493e+01
4.322248793317133853e-01,4.060890063943993056e+01
2.536018705985567112e-01,4.167049149833513155e+01
8.910174236700512118e-01,4.350304642164817892e+01
2.977473330080285252e-01,4.031331438182223792e+01
5.427171179566843140e-01,4.266841946880510505e+01
3.246842169545809398e-01,3.999398245766668225e+01
2.171682972436894121e-01,4.033715304346812758e+01
9.686972164642853045e-01,4.393628133067533525e+01
1.422125924579070722e+00,4.516309678619140300e+01
1.323838059509942822e+00,4.525085641051666130e+01
1.082542071179105392e+00,4.439088576311801404e+01
8.155501646619693901e-01,4.357335916292699096e+01
4.059753394206998545e-01,4.197632329106765070e+01
1.998102637188132191e-01,4.030615742703422200e+01
4.611709629517530828e-01,4.107126829352807107e+01
3.307434739549066638e-01,3.986481611043191720e+01
2.496971881388208858e-01,4.042431593768927200e+01
1.671579036969415566e-01,3.822631772198019462e+01
7.518557791174291793e-01,4.342306629973406018e+01
9.146758032074628342e-02,3.889157995797236822e+01
8.106434608978875245e-01,4.413061262353422620e+01
2.623361328943715765e-01,3.964706773186730260e+01
1.980976519157428561e-01,3.913918582482052955e+01
2.087943015044408379e-01,4.033584531600219236e+01
6.910154188081494286e-01,4.272579700244746448e+01
3.407146767583317803e-01,4.096826705270745350e+01
4.712492600382489627e-01,4.266044923434133551e+01
5.815471801021839804e-01,4.171116557274810077e+01
9.651522844000838264e-01,4.361968003043168096e+01
7.536260187132386434e-01,4.257117246376369479e+01
3.594503825284813825e-01,4.042986061369301609e+01
2.488017421433868503e-01,3.969202421293025651e+01
1.696804573234096947e-01,4.014092898917648711e+01
3.826672445435223557e-01,4.160658602806289963e+01
3.533140671950190104e-01,4.053878547769636498e+01
4.986467993934717846e-01,4.202783957449473462e+01
7.031191834670736940e-01,4.158002842624644302e+01
7.167955713609517332e-01,4.250308950723711376e+01
3.692688082967931495e-01,4.346451751384855555e+01
4.406732716333298105e-01,4.183859291149274640e+01
2.907704231403488992e-01,4.153148538746766860e+01
8.367689057030135436e-01,4.356312644356063402e+01
1.715617883553029466e-01,3.987431280001643330e+01
7.183411399387199525e-01,4.385552460407156872e+01
8.222271681162653945e-01,4.250625869851936045e+01
8.203657024635636619e-01,4.354332332700199260e+01
3.512942107625353638e-01,4.280246369789869476e+01
4.361155415542323222e-01,4.115013925788023386e+01
6.083650278045462656e-01,4.223065239458107811e+01
3.613103085544037141e-01,4.112543638464848073e+01
4.339119312426278352e-01,4.213535349336295610e+01
3.034666559663203311e-01,4.145053011145535038e+01
5.015468051134714944e-01,4.345943198149035425e+01
1.551375262264250710e-01,3.976557882490002527e+01
8.540842239899693045e-01,4.362172085774565744e+01
1.952835577401367817e-01,4.100727592904069496e+01
5.489102439232192987e-01,4.316805973838084753e+01
3.865209949206984130e-01,4.019060694951829760e+01
5.993109931753668462e-01,4.514375293270229861e+01
1.314364341039901740e+00,4.661559214566188558e+01
6.636425593967084646e-01,4.284227954125118032e+01
1.411755102030120002e-01,3.943163369609597879e+01
4.787743201384327962e-01,4.338821547319136585e+01
5.416493863024655075e-01,4.230052508778565823e+01
5.634057596041176508e-01,4.326293680167879074e+01
7.010619599850659300e-01,4.421434495928772179e+01
3.648658599375929623e-01,4.049361622577694675e+01
2.464535552366285687e-01,3.990048623251382764e+01
4.502102920360888105e-01,4.284474553580911760e+01
1.294902647296007903e+00,4.526954484953384394e+01
2.955768209433387583e-01,4.174968425488199131e+01
1.074732750594477038e+00,4.417393316904936285e+01
5.698792186890446754e-01,4.232323879944571843e+01
4.992477950517241747e-01,4.036068570915083598e+01
1.014841075321925912e+00,4.302259693514839256e+01
5.005686594994389615e-01,4.230079534390655738e+01
7.501209745231020021e-01,4.412928525577228811e+01
4.549792606189579369e-01,4.250584285450903366e+01
1.074914105231863815e+00,4.417865576143102402e+01
7.105399041622825207e-01,4.292471827491215208e+01
7.213133372300355450e-01,4.343649390381414577e+01
4.019680993818560699e-01,4.175812210630428467e+01
7.916885114256879685e-01,4.483919842567978264e+01
6.541697383935918264e-01,4.310584135014531881e+01
3.366661475000856107e-01,3.986124220210503921e+01
2.738510951991220965e-01,3.954683471598987410e+01
8.487604696593806786e-01,4.514346160820207388e+01
1.312595923288570221e+00,4.367971112125179900e+01
5.002054908847027859e-01,4.297692381467341249e+01
6.114439156490203420e-01,4.252879521456608813e+01
9.591247262851432254e-01,4.382966846208473299e+01
4.994911732767327583e-01,4.212389724718408246e+01
1.268020529870362623e+00,4.596891975837972666e+01
5.977122435105591824e-01,4.254081601638760901e+01
8.886738966015883534e-01,4.375695429511790024e+01
1.089656527377240058e+00,4.283142253087675044e+01
8.797163055696403111e-01,4.396364031420438323e+01
2.729104248680965239e-01,4.118700578727857220e+01
6.471484902122549565e-01,4.316581938850898581e+01
4.545347582638710748e-01,4.331805049393214802e+01
1.788306495933284779e-01,3.971326797286517518e+01
4.739089436672875300e-01,4.239461331798914756e+01
3.507403684323018855e-01,4.286284387157973441e+01
9.412526265620247967e-01,4.242774961688789404e+01
1.378249834853535194e-01,3.863989117246860161e+01
1.311383131587360529e+00,4.626651870098246633e+01
4.224154722174799370e-01,4.268990011040996535e+01
4.234072283901141320e-01,4.245473856602222185e+01
1.044921470665109986e-01,3.911403892372867119e+01
2.940552912834827892e-01,4.118880365367524377e+01
4.566605618909594377e-01,4.355030996163372237e+01
1.161657040451437251e+00,4.488986213195644837e+01
2.189290622619788074e-01,4.037275608742239541e+01
1.232954724828297932e+00,4.483538132449609037e+01
9.849316795571887440e-01,4.425724818361317148e+01
4.971061710219289442e-01,4.114498565272671726e+01
4.012150850057228935e-01,4.239976065480314560e+01
3.311324617917619229e-01,4.106820788462837157e+01
6.332787683498867226e-01,4.462336103434262213e+01
1.374439001334111787e-01,3.896821256201724282e+01
1.027229835062498375e-01,3.871666205155145235e+01
4.775453262373691166e-01,4.236535574659011871e+01
1.852040032208424059e-01,3.918875601060414482e+01
3.456733480793990898e-01,4.221673287864521029e+01
3.222573285568828827e-01,4.287700654566909009e+01
3.466142153491387767e-01,4.129129713647662925e+01
2.484199932088374252e-01,4.019442927804068688e+01
9.323515373461654931e-02,3.782072908635959863e+01
2.341948599263959652e-01,3.860658445941867001e+01
6.371012747679072330e-01,4.272446318776309226e+01
1.435457721422721100e+00,4.534132158307217964e+01
1.687685236314593329e+00,4.659348906463473128e+01
4.625406598632225696e-01,4.295285723754439999e+01
2.758653357861166611e-01,4.034761308506821109e+01
6.568422016168913302e-01,4.271063260745785328e+01
5.256623864833548376e-01,4.345009494990628696e+01
1.664349408664666408e+00,4.531485937886166226e+01
1.819410968921430782e-01,3.924960414792825958e+01
8.288601252399087072e-01,4.495473894248768687e+01
3.728905298381215427e-01,4.245665266490784262e+01
3.377263322179064886e-01,4.125620258551148112e+01
6.809707955512225297e-01,4.250184000413885599e+01
3.412406059759808263e-01,3.940357179884714611e+01
6.844776162610115566e-01,4.365361711511144449e+01
5.476481424663893760e-01,4.164165597595573587e+01
4.739521932542707372e-01,4.026372878145946288e+01
5.792240538218136336e-01,4.415153819915119016e+01
3.718912681781719187e-01,4.208739914319601638e+01
7.292831019559641303e-01,4.215722852706157653e+01
4.669336008122254578e-01,4.093080680413894612e+01
4.262540866621359892e-01,4.265274835409087473e+01
9.025839213870563427e-01,4.297403452861445317e+01
1.144968877693798515e+00,4.575906076988066218e+01
1.571125101026274173e-01,3.989985575871308754e+01
3.310431306701121512e-01,4.168370609433115703e+01
4.173427455256077390e-01,4.216078527195623593e+01
8.787769406441079401e-01,4.394587786430577836e+01
1.584241487429411066e+00,4.624356526453416194e+01
1.386109678924465127e+00,4.454103553198051912e+01
1.077638982177363758e+00,4.439675532650661438e+01
3.789356253429647103e-01,4.223295822412381284e+01
1.735242522051702263e+00,4.617232737812805254e+01
3.437740930721797095e-01,4.017783634636386125e+01
2.250870851122918348e-01,3.977162032309470874e+01
1.262842557986523451e+00,4.499395230321621852e+01
3.316479346397920858e-01,4.081570990279038824e+01
7.102551617575928455e-01,4.489581648713232909e+01
1.734634596289447717e-01,3.923990986893819155e+01
7.581337413614046561e-01,4.320390985330229938e+01
1.014041200723909242e+00,4.490325917701601810e+01
3.610233035488792930e-01,4.171580262784793547e+01
4.400240772023283342e-01,4.178312617960860820e+01
4.364753049078134439e-01,4.118883510846167439e+01
7.811100380586176728e-01,4.373329474097009495e+01
3.349861819464541868e-01,4.217860771362401806e+01
2.832105722130000558e-01,4.123310695009171667e+01
4.933226715036517773e-01,4.148316052591528091e+01
3.847897006925926067e-01,4.319027692081698433e+01
9.220367502580638641e-01,4.247476253550842529e+01
3.349364825202908458e-01,3.975476639005327684e+01
5.354247389345070385e-01,4.334473737053540532e+01
1.219590565160206586e+00,4.487211795036351702e+01
6.521373020067775528e-01,4.243000177434993248e+01
9.799564624333725327e-01,4.297646019061355105e+01
1.208390017352453105e+00,4.692611779081325096e+01
7.837013656532499928e-01,4.356356363597748071e+01
7.212599502157248654e-01,4.374207314428564075e+01
1.377625540277500171e+00,4.529617537016495987e+01
1.823567649385307687e+00,4.617750219342597262e+01
4.952862115220518224e-01,4.273862375203190567e+01
1.884367944434399422e-01,4.044662916447723688e+01
3.761490773298397650e-01,4.116513195201056874e+01
2.669563742779232363e-01,4.038031392563176070e+01
4.689288487746264278e-01,4.044575363412090496e+01
2.486290581877633465e-01,3.976015055218898908e+01
6.235513771036655939e-01,4.309687249765871542e+01
4.428244553548741913e-01,4.291693274144901693e+01
1.049927514326612021e+00,4.483124533636853926e+01
1.376209556014731383e+00,4.463511314015435261e+01
5.725098080113610877e-01,4.140775743690114297e+01
3.628017875528200542e-01,3.884299555286716554e+01
6.125817777480191406e-01,4.389106056199796058e+01
1.053768631204963668e+00,4.367079905848400756e+01
4.607875202139898319e-01,4.161764004568439645e+01
5.769708778091104939e-01,4.275647972584293655e+01
3.604386401092690706e-01,4.010036592444448189e+01
4.981041495738351421e-01,4.191285740499418466e+01
4.570024574299605957e-01,4.392082869418170787e+01
3.430149562349746328e-01,4.174614978927558440e+01
5.382560013092108075e-01,4.278831090736374421e+01
3.891600886013972804e-01,4.012668215981529585e+01
4.355360140458959251e-01,4.399698010533266057e+01
5.540046311141890722e-01,4.117126058395349730e+01
7.834780596897525928e-01,4.531204175835156178e+01
4.062430228172151936e-01,3.973642799713499585e+01
1.141948565555456874e+00,4.585976121219012214e+01
9.689732841584197676e-01,4.561016233119917018e+01
1.608299445039489683e-01,3.867674066024083146e+01
3.469537104398903726e-01,4.169885110439268772e+01
4.908783780282821030e-01,4.272189766955595758e+01
2.238478723417632321e-01,3.947482255329817491e+01
4.173106379289381329e-01,4.042608518183879340e+01
7.699065735400255628e-01,4.212666844277919864e+01
7.001087456211023685e-01,4.366793300585100468e+01
6.408441051778280828e-01,4.282885752116992251e+01
7.338800155729150454e-01,4.272858378737211638e+01
3.096546293151443141e-01,4.190866403514873184e+01
4.122966638763254643e-01,4.222570364424110068e+01
6.954985396752533244e-01,4.240207032774489448e+01
1.007916340656987542e+00,4.295021283264212997e+01
5.697701718466617882e-01,4.309597804665845899e+01
3.686603050763930800e-01,4.096306117659913326e+01
1.326222754501646950e-01,3.903757751145467836e+01
7.336561637260485824e-01,4.479441911522505393e+01
7.994429279499079555e-02,3.820233943843940239e+01
4.352711260203995236e-01,4.108256877223443126e+01
5.586585710157746520e-01,4.269848900815166814e+01
1.134427151655175825e+00,4.350918190056206925e+01
2.086819891838040397e-01,4.148771438988734417e+01
4.601904405822098698e-01,4.150787833150044293e+01
1.217361008822784446e-01,3.892996203464965532e+01
4.129716884671686961e-01,4.204264532075607264e+01
6.406965753491746796e-01,4.306239486086425927e+01
3.659608101845958639e-01,3.962453317784353146e+01
3.134224889297141381e-01,3.971729274606057913e+01
2.343995980596725870e-01,3.991400105901153950e+01
5.989513020451188163e-01,4.303531826692596951e+01
7.163959686360186208e-01,4.307581246140566833e+01
6.909189858203239609e-01,4.219057016085245237e+01
1.251423318310567412e+00,4.337698618302786713e+01
5.561962514028635785e-02,3.660967236032097105e+01
6.652807026614275809e-01,4.256053477285816911e+01
6.200904089502590200e-01,4.331316456065891174e+01
6.094002280957097062e-01,4.246456654788619289e+01
1.337462202262668098e+00,4.549967961091089563e+01
1.057942413632842610e-01,3.790388087297042574e+01
7.177604936485918463e-01,4.296694855664962631e+01
8.766155343699082447e-01,4.341315643834193594e+01
5.414776116054926813e-01,4.172048229711208478e+01
4.065809700384145353e-01,4.229860682098065183e+01
8.402370531065388448e-01,4.284655177684197724e+01
2.165671011969971804e-01,3.965870755658525582e+01
4.877115261800073487e-01,4.211904780171867202e+01
5.498352604710343705e-01,4.127101142711550352e+01
7.149222191225058642e-01,4.288987191489557915e+01
2.101179223798662066e-01,3.941458676067227884e+01
3.273237309619502766e-01,4.080099840010613121e+01
4.634838948924850932e-01,4.199838253807914157e+01
6.417205364960255620e-01,4.214752043212087784e+01
1.027341112671663392e+00,4.396582213953049489e+01
6.374318305943145191e-01,4.414977771038098808e+01
2.505627489180174416e-01,4.046549235352959784e+01
1.509090126049930314e+00,4.637574609725532326e+01
9.902085810958607404e-01,4.442260119967246368e+01
5.356940770449143407e-01,4.316925589453336443e+01
1.135286765395491226e+00,4.368743700341924097e+01
5.678145047395941614e-01,4.268859564638402304e+01
1.138793570848593006e+00,4.459427342966136365e+01
9.048206333223994813e-01,4.323979392963640578e+01
1.380303338763255283e+00,4.416113184784286005e+01
1.126089094860008410e+00,4.295803248542024022e+01
1.422469293726593143e-01,4.043635253579856936e+01
2.855958461831226702e-01,3.992431656524556871e+01
4.475564960998740238e-01,4.322808056309564506e+01
1.269544479864577191e+00,4.429159479748177830e+01
3.815059136434770237e-01,4.074752924253586173e+01
2.737916047645871376e-01,4.127877277042544790e+01
1.025646163136293865e+00,4.355700703446670019e+01
4.910786747873718272e-01,4.274278513309959493e+01
1.086626917130794734e+00,4.400614472537966293e+01
2.735933159713395679e-01,4.114704307288192098e+01
6.795281867441101964e-01,4.213629648569694552e+01
