SDSS J110057.71-005304.6 0.3776  4851 166 8.71       nd 
SDSS J105935.76-000551.3 0.2825  2296 150 7.82       nd 
SDSS J113541.21+002235.3 0.1753   994 103 6.88       nd 
SDSS J113909.66-001608.7 0.1351  3598 115 7.79       nd 
SDSS J114335.37-002942.4 0.1715  7048 115 8.54       nd 
SDSS J113909.66-001608.7 0.1351  3752  97 7.83       nd 
SDSS J113923.66+002301.6 0.4721 15559 329 9.92       nd 
SDSS J115235.00-000542.7 0.1288  3894  90 7.81       nd 
SDSS J115758.73-002220.9 0.2598  4635 141 8.65       nd 
SDSS J120014.08-004638.7 0.1793  2290 161 7.62  1.80 :        
SDSS J122432.41-002731.5 0.1571  1160 136 6.85       nd 
SDSS J124324.22+010028.1 0.0897  5604 121 8.02       nd 
SDSS J124623.00+002839.9 0.0884  2518 115 7.40  0.78         
SDSS J130023.22-005429.8 0.1222   839 118 6.45       nd 
SDSS J130713.25-003601.7 0.1700  1537 158 7.28       nd 
SDSS J130756.58+010709.6 0.2754  3913 290 8.43       nd 
SDSS J131108.48+003151.8 0.4293  1401 242 7.61       nd 
SDSS J132135.33-001305.8 0.0822  4289 147 8.04  0.34         
SDSS J134044.52-004516.7 0.3844  3215 292 8.42       nd 
SDSS J134113.94-005315.0 0.2373  2030 239 7.67  1.17         
SDSS J134251.61-005345.4 0.3259  3166 492 8.43       nd 
SDSS J134351.07+000434.7 0.0736  1672  87 6.87       nd 
SDSS J134452.91+000520.2 0.0871  2000 166 7.18       nd 
SDSS J134459.45-001559.5 0.2448  2024 121 7.65       nd 
SDSS J135943.14-003424.6 0.1630  2105 150 7.50       nd 
SDSS J143704.12+000705.0 0.1403  1641  84 7.04       nd 
SDSS J143847.54-000805.5 0.1040  4123 118 7.83       nd 
SDSS J144930.49-004746.4 0.2532  8239 175 8.92  0.91         
SDSS J144932.70+002236.3 0.0806   882  83 6.47       nd 
SDSS J145631.65-001114.2 0.1325  7542 118 8.40       nd 
SDSS J151722.52-003002.8 0.4450  2085 172 8.15       nd 
SDSS J151723.24-002709.3 0.1218  4376 188 8.02  0.89         
SDSS J151956.57+001614.6 0.1145  1537 103 6.99       nd 
SDSS J152035.35-002040.1 0.1303  5788 138 8.32       nd 
SDSS J152203.77+001128.3 0.2400  3012 221 8.00       nd 
SDSS J152628.20-003809.4 0.1235  2203  87 7.48  0.65 :        
SDSS J154344.28-001452.2 0.3018  2839 147 8.13       nd 
SDSS J165338.68+634010.6 0.2793  1660 311 7.52       nd 
SDSS J165627.32+623226.9 0.1848  5271 191 8.42       nd 
SDSS J165958.94+620218.1 0.2323  3919 169 8.17       nd 
SDSS J170328.96+614109.9 0.0773  5480 196 8.18       nd 
SDSS J170441.38+604430.4 0.3719  9504 167 9.92  2.15         
SDSS J171049.89+652102.1 0.3855  5098 386 8.72       nd 
SDSS J171300.69+572530.3 0.3603  2660 352 8.06  0.65         
SDSS J171411.63+575834.0 0.0927  2129 180 7.53       nd 
SDSS J171550.50+593548.8 0.0658  5326 121 8.47       nd 
SDSS J171737.95+655939.3 0.2927  5017 290 8.66       nd 
SDSS J171750.60+581514.1 0.3101  4092 253 8.50       nd 
SDSS J171829.00+573422.4 0.1007  1388 205 7.09       nd 
SDSS J171902.30+593715.9 0.1785  2086 124 7.53       nd 
SDSS J172032.29+551330.2 0.2729  3604 138 8.16       nd 
SDSS J172026.70+554024.2 0.3595  2777 177 8.33       nd 
SDSS J172533.08+571645.6 0.0659  7480 109 8.25       nd 
SDSS J172711.82+632241.9 0.2176 10535 169 9.18       nd 
SDSS J173107.87+620026.1 0.0687  4863 164 8.19       nd 
SDSS J173348.81+585651.0 0.4911  4277 202 8.71       no 
SDSS J232259.99-005359.4 0.1503  2617 213 7.85  0.20         
SDSS J232328.00+002032.9 0.1196  4320 150 8.18       nd 
SDSS J233908.80-000637.8 0.4826  6795 242 9.10       nd 
SDSS J234141.51-003806.7 0.3192  1820 175 7.75  0.44 :        
SDSS J234932.77-003645.9 0.2790  3117 308 8.22  1.27 :        
SDSS J235156.12-010913.4 0.1741  5332 175 8.72  2.48         
SDSS J235457.10+004219.9 0.2705  5721 440 8.61       nd 
